PrimaryKey,moveFront_SelectionFactor,moveBackward_SelectionFactor,moveLeft_SelectionFactor,moveRight_SelectionFactor,skill0_SelectionFactor,skill1_SelectionFactor,skill2_SelectionFactor,skill3_SelectionFactor,skillExt0_SelectionFactor,skillExt1_SelectionFactor,skillExt2_SelectionFactor,skillExt3_SelectionFactor
51619074,0,1,2,2,0,0,2,0,0,0,2,0
51619075,0,1,2,2,2,0,0,0,0,0,2,0
51619076,0,0,2,2,0,0,0,0,0,0,0,0
51619077,0,0,2,2,0,2,0,2,0,0,0,0
51619078,0,1,2,2,0,0,2,0,0,0,2,0
51619079,0,2,2,2,2,0,0,0,0,0,2,0
51619080,0,1,2,2,0,0,0,0,0,0,0,0
51619088,0,2,2,2,2,0,2,2,2,0,2,0
51619089,0,1,2,2,0,2,0,2,2,0,2,0
51619090,0,0,2,2,0,0,2,0,2,2,2,0
51619091,0,1,2,2,2,0,0,0,0,2,0,0
51619092,0,2,2,2,0,0,0,0,2,0,2,0
51619093,0,0,2,2,0,2,0,2,2,0,2,0
51619094,0,2,2,2,0,0,2,0,2,0,2,0
51619095,0,1,2,2,2,0,0,0,0,0,0,0
51619096,0,2,2,2,0,0,0,0,0,0,0,0
51619328,0,2,2,2,2,0,2,2,0,0,0,0
51619329,0,1,2,2,0,2,0,2,0,0,0,0
51619330,0,1,2,2,0,0,2,0,0,0,0,0
51619331,0,1,2,2,2,0,0,0,0,0,0,0
51619332,0,0,2,2,0,0,0,0,0,0,0,0
51619333,0,1,2,2,0,2,0,2,0,0,0,0
51619334,0,0,2,2,0,0,2,0,0,0,0,0
51619335,0,1,2,2,2,0,0,0,0,0,0,0
51619336,0,0,2,2,0,0,0,0,0,0,0,0
51619344,0,2,2,2,2,0,2,2,0,0,0,0
51619345,0,0,2,2,0,2,0,2,0,0,0,0
51619346,0,2,2,2,0,0,2,0,0,0,0,0
51619347,0,0,2,2,2,0,0,0,0,0,0,0
51619348,0,0,2,2,0,0,0,0,0,0,0,0
51619349,0,0,2,2,0,2,0,2,0,0,0,0
51619350,0,1,2,2,0,0,2,0,0,0,0,0
51619351,0,2,2,2,2,0,0,0,0,0,0,0
51619352,0,0,2,2,0,0,0,0,0,0,0,0
51619584,0,2,2,2,2,0,2,2,2,0,0,0
51619585,0,1,2,2,0,2,0,2,0,0,0,0
51619586,0,2,2,2,0,0,2,0,0,0,0,0
51619587,0,0,2,2,2,0,0,0,2,0,0,0
51619588,0,0,2,2,0,0,0,0,0,0,0,0
51619589,0,0,2,2,0,2,0,2,0,0,0,0
51619590,0,2,2,2,0,0,2,0,2,0,0,0
51619591,0,0,2,2,2,0,0,0,0,0,0,0
51619592,0,2,2,2,0,0,0,0,0,0,0,0
51619600,0,2,2,2,2,0,2,2,2,0,0,0
51619601,0,1,2,2,0,2,0,2,2,0,0,0
51619602,0,0,2,2,0,0,2,0,2,0,0,0
51619603,0,2,2,2,2,0,0,0,0,0,0,0
51619604,0,1,2,2,0,0,0,0,0,0,0,0
51619605,0,0,2,2,0,2,0,2,2,0,0,0
51619606,0,2,2,2,0,0,2,0,2,0,0,0
51619607,0,1,2,2,2,0,0,0,0,0,0,0
51619608,0,1,2,2,0,0,0,0,0,0,0,0
51619840,0,2,2,2,2,0,2,2,2,0,0,0
51619841,0,0,2,2,0,2,0,2,0,0,0,0
51619842,0,1,2,2,0,0,2,0,0,0,0,0
51619843,0,2,2,2,2,0,0,0,0,2,0,0
51619844,0,1,2,2,0,0,0,0,0,0,0,0
51619845,0,1,2,2,0,2,0,2,0,0,0,0
51619846,0,2,2,2,0,0,2,0,0,0,0,0
51619847,0,0,2,2,2,0,0,0,0,0,0,0
51619848,0,1,2,2,0,0,0,0,0,0,0,0
51619856,0,2,2,2,2,0,2,2,2,0,0,0
51619857,0,0,2,2,0,2,0,2,2,2,0,0
51619858,0,0,2,2,0,0,2,0,2,0,0,0
51619859,0,2,2,2,2,0,0,0,0,2,0,0
51619860,0,1,2,2,0,0,0,0,0,0,0,0
51619861,0,0,2,2,0,2,0,2,2,2,0,0
51619862,0,1,2,2,0,0,2,0,2,0,0,0
51619863,0,0,2,2,2,0,0,0,0,2,0,0
51619864,0,1,2,2,0,0,0,0,0,2,0,0
51620096,0,2,2,2,2,0,2,2,2,0,2,0
51620097,0,0,2,2,0,2,0,2,0,0,0,0
51620098,0,2,2,2,0,0,2,0,0,0,2,0
51620099,0,1,2,2,2,0,0,0,0,0,2,0
51620100,0,2,2,2,0,0,0,0,0,0,0,0
51620101,0,2,2,2,0,2,0,2,0,0,0,0
51620102,0,2,2,2,0,0,2,0,0,0,2,0
51620103,0,1,2,2,2,0,0,0,0,0,2,0
51620104,0,0,2,2,0,0,0,0,0,0,0,0
51620112,0,2,2,2,2,0,2,2,2,0,2,0
51620113,0,2,2,2,0,2,0,2,2,0,2,0
51620114,0,0,2,2,0,0,2,0,2,0,2,0
51620115,0,1,2,2,2,0,0,0,0,2,0,0
51620116,0,0,2,2,0,0,0,0,0,0,0,0
51620117,0,1,2,2,0,2,0,2,2,0,2,0
51620118,0,0,2,2,0,0,2,0,2,2,2,0
51620119,0,2,2,2,2,0,0,0,0,0,0,0
51620120,0,0,2,2,0,0,0,0,0,2,0,0
51620352,0,2,2,2,2,0,2,2,2,0,2,0
51620353,0,0,2,2,0,2,0,2,0,0,0,0
51620354,0,1,2,2,0,0,2,0,0,0,2,0
51620355,0,1,2,2,2,0,0,0,0,0,2,0
51620356,0,0,2,2,0,0,0,0,0,0,0,0
51620357,0,0,2,2,0,2,0,2,0,0,0,0
51620358,0,1,2,2,0,0,2,0,0,0,2,0
51620359,0,2,2,2,2,0,0,0,0,0,2,0
51620360,0,1,2,2,0,0,0,0,0,0,0,0
51620368,0,2,2,2,2,0,2,2,2,0,2,0
51620369,0,1,2,2,0,2,0,2,2,0,2,0
51620370,0,0,2,2,0,0,2,0,2,2,2,0
51620371,0,1,2,2,2,0,0,0,0,2,0,0
51620372,0,2,2,2,0,0,0,0,2,0,2,0
51620373,0,0,2,2,0,2,0,2,2,0,2,0
51620374,0,2,2,2,0,0,2,0,2,0,2,0
51620375,0,1,2,2,2,0,0,0,0,0,0,0
51620376,0,2,2,2,0,0,0,0,0,0,0,0
51620608,0,2,2,2,2,0,2,2,0,0,0,0
51620609,0,1,2,2,0,2,0,2,0,0,0,0
51620610,0,1,2,2,0,0,2,0,0,0,0,0
51620611,0,1,2,2,2,0,0,0,0,0,0,0
51620612,0,0,2,2,0,0,0,0,0,0,0,0
51620613,0,1,2,2,0,2,0,2,0,0,0,0
51620614,0,0,2,2,0,0,2,0,0,0,0,0
51620615,0,1,2,2,2,0,0,0,0,0,0,0
51620616,0,0,2,2,0,0,0,0,0,0,0,0
51620624,0,2,2,2,2,0,2,2,0,0,0,0
51620625,0,0,2,2,0,2,0,2,0,0,0,0
51620626,0,2,2,2,0,0,2,0,0,0,0,0
51620627,0,0,2,2,2,0,0,0,0,0,0,0
51620628,0,0,2,2,0,0,0,0,0,0,0,0
51620629,0,0,2,2,0,2,0,2,0,0,0,0
51620630,0,1,2,2,0,0,2,0,0,0,0,0
51620631,0,2,2,2,2,0,0,0,0,0,0,0
51620632,0,0,2,2,0,0,0,0,0,0,0,0
51620864,0,2,2,2,2,0,2,2,2,0,0,0
51620865,0,1,2,2,0,2,0,2,0,0,0,0
51620866,0,2,2,2,0,0,2,0,0,0,0,0
51620867,0,0,2,2,2,0,0,0,2,0,0,0
51620868,0,0,2,2,0,0,0,0,0,0,0,0
51620869,0,0,2,2,0,2,0,2,0,0,0,0
51620870,0,2,2,2,0,0,2,0,2,0,0,0
51620871,0,0,2,2,2,0,0,0,0,0,0,0
51620872,0,2,2,2,0,0,0,0,0,0,0,0
51620880,0,2,2,2,2,0,2,2,2,0,0,0
51620881,0,1,2,2,0,2,0,2,2,0,0,0
51620882,0,0,2,2,0,0,2,0,2,0,0,0
51620883,0,2,2,2,2,0,0,0,0,0,0,0
51620884,0,1,2,2,0,0,0,0,0,0,0,0
51620885,0,0,2,2,0,2,0,2,2,0,0,0
51620886,0,2,2,2,0,0,2,0,2,0,0,0
51620887,0,1,2,2,2,0,0,0,0,0,0,0
51620888,0,1,2,2,0,0,0,0,0,0,0,0
51621120,0,2,2,2,2,0,2,2,2,0,0,0
51621121,0,0,2,2,0,2,0,2,0,0,0,0
51621122,0,1,2,2,0,0,2,0,0,0,0,0
51621123,0,2,2,2,2,0,0,0,0,2,0,0
51621124,0,1,2,2,0,0,0,0,0,0,0,0
51621125,0,1,2,2,0,2,0,2,0,0,0,0
51621126,0,2,2,2,0,0,2,0,0,0,0,0
51621127,0,0,2,2,2,0,0,0,0,0,0,0
51621128,0,1,2,2,0,0,0,0,0,0,0,0
51621136,0,2,2,2,2,0,2,2,2,0,0,0
51621137,0,0,2,2,0,2,0,2,2,2,0,0
51621138,0,0,2,2,0,0,2,0,2,0,0,0
51621139,0,2,2,2,2,0,0,0,0,2,0,0
51621140,0,1,2,2,0,0,0,0,0,0,0,0
51621141,0,0,2,2,0,2,0,2,2,2,0,0
51621142,0,1,2,2,0,0,2,0,2,0,0,0
51621143,0,0,2,2,2,0,0,0,0,2,0,0
51621144,0,1,2,2,0,0,0,0,0,2,0,0
51621376,0,2,2,2,2,0,2,2,2,0,2,0
51621377,0,0,2,2,0,2,0,2,0,0,0,0
51621378,0,2,2,2,0,0,2,0,0,0,2,0
51621379,0,1,2,2,2,0,0,0,0,0,2,0
51621380,0,2,2,2,0,0,0,0,0,0,0,0
51621381,0,2,2,2,0,2,0,2,0,0,0,0
51621382,0,2,2,2,0,0,2,0,0,0,2,0
51621383,0,1,2,2,2,0,0,0,0,0,2,0
51621384,0,0,2,2,0,0,0,0,0,0,0,0
51621392,0,2,2,2,2,0,2,2,2,0,2,0
51621393,0,2,2,2,0,2,0,2,2,0,2,0
51621394,0,0,2,2,0,0,2,0,2,0,2,0
51621395,0,1,2,2,2,0,0,0,0,2,0,0
51621396,0,0,2,2,0,0,0,0,0,0,0,0
51621397,0,1,2,2,0,2,0,2,2,0,2,0
51621398,0,0,2,2,0,0,2,0,2,2,2,0
51621399,0,2,2,2,2,0,0,0,0,0,0,0
51621400,0,0,2,2,0,0,0,0,0,2,0,0
51621632,0,2,2,2,2,0,2,2,2,0,2,0
51621633,0,0,2,2,0,2,0,2,0,0,0,0
51621634,0,1,2,2,0,0,2,0,0,0,2,0
51621635,0,1,2,2,2,0,0,0,0,0,2,0
51621636,0,0,2,2,0,0,0,0,0,0,0,0
51621637,0,0,2,2,0,2,0,2,0,0,0,0
51621638,0,1,2,2,0,0,2,0,0,0,2,0
51621639,0,2,2,2,2,0,0,0,0,0,2,0
51621640,0,1,2,2,0,0,0,0,0,0,0,0
51621648,0,2,2,2,2,0,2,2,2,0,2,0
51621649,0,1,2,2,0,2,0,2,2,0,2,0
51621650,0,0,2,2,0,0,2,0,2,2,2,0
51621651,0,1,2,2,2,0,0,0,0,2,0,0
51621652,0,2,2,2,0,0,0,0,2,0,2,0
51621653,0,0,2,2,0,2,0,2,2,0,2,0
51621654,0,2,2,2,0,0,2,0,2,0,2,0
51621655,0,1,2,2,2,0,0,0,0,0,0,0
51621656,0,2,2,2,0,0,0,0,0,0,0,0
51777792,0,10,0,0,10,10,5,2,0,0,0,0
51777793,0,0,10,10,0,0,5,0,0,0,0,0
51777794,0,10,10,10,0,0,0,0,0,0,0,0
51777795,0,0,10,10,0,0,0,0,0,0,0,0
51777796,0,10,10,10,0,0,0,0,0,0,0,0
51777797,0,0,10,10,0,0,5,0,0,0,0,0
51777798,0,0,10,10,0,0,0,0,0,0,0,0
51777799,0,0,10,10,0,0,0,0,0,0,0,0
51777800,0,0,10,10,0,0,0,0,0,0,0,0
51777808,0,10,0,0,10,10,5,2,0,0,0,0
51777809,0,10,10,10,0,0,5,0,0,0,0,0
51777810,0,5,10,10,0,0,0,0,0,0,0,0
51777811,0,5,10,10,0,0,0,0,0,0,0,0
51777812,0,5,10,10,0,0,0,0,0,0,0,0
51777813,0,5,10,10,0,0,5,0,0,0,0,0
51777814,0,0,10,10,0,0,0,0,0,0,0,0
51777815,0,0,10,10,0,0,0,0,0,0,0,0
51777816,0,10,10,10,0,0,0,0,0,0,0,0
51778048,0,10,0,0,10,10,5,2,10,0,0,0
51778049,0,5,10,10,0,0,5,0,0,0,0,0
51778050,0,5,10,10,0,0,0,0,0,0,0,0
51778051,0,0,10,10,0,0,0,0,0,0,0,0
51778052,0,0,10,10,0,0,0,0,0,0,0,0
51778053,0,10,10,10,0,0,5,0,0,0,0,0
51778054,0,5,10,10,0,0,0,0,0,0,0,0
51778055,0,5,10,10,0,0,0,0,0,0,0,0
51778056,0,0,10,10,0,0,0,0,0,0,0,0
51778064,0,10,0,0,10,10,5,2,10,0,0,0
51778065,0,0,10,10,0,0,5,0,10,0,0,0
51778066,0,5,10,10,0,0,0,0,0,0,0,0
51778067,0,0,10,10,0,0,0,0,0,0,0,0
51778068,0,10,10,10,0,0,0,0,0,0,0,0
51778069,0,10,10,10,0,0,5,0,10,0,0,0
51778070,0,5,10,10,0,0,0,0,0,0,0,0
51778071,0,0,10,10,0,0,0,0,0,0,0,0
51778072,0,0,10,10,0,0,0,0,0,0,0,0
51778304,0,10,0,0,10,10,5,2,10,10,0,0
51778305,0,10,10,10,0,0,5,0,0,0,0,0
51778306,0,5,10,10,0,0,0,0,0,0,0,0
51778307,0,10,10,10,0,0,0,0,0,0,0,0
51778308,0,10,10,10,0,0,0,0,0,0,0,0
51778309,0,5,10,10,0,0,5,0,0,0,0,0
51778310,0,5,10,10,0,0,0,0,0,0,0,0
51778311,0,10,10,10,0,0,0,0,0,0,0,0
51778312,0,10,10,10,0,0,0,0,0,0,0,0
51778320,0,10,0,0,10,10,5,2,10,10,0,0
51778321,0,0,10,10,0,0,5,0,10,10,0,0
51778322,0,0,10,10,0,0,0,0,0,0,0,0
51778323,0,0,10,10,0,0,0,0,0,0,0,0
51778324,0,5,10,10,0,0,0,0,0,0,0,0
51778325,0,5,10,10,0,0,5,0,10,10,0,0
51778326,0,0,10,10,0,0,0,0,0,0,0,0
51778327,0,10,10,10,0,0,0,0,0,0,0,0
51778328,0,10,10,10,0,0,0,0,0,0,0,0
51778560,0,10,0,0,10,10,5,2,10,0,0,5
51778561,0,10,10,10,0,0,5,0,0,0,0,0
51778562,0,5,10,10,0,0,0,0,0,0,0,0
51778563,0,0,10,10,0,0,0,0,0,0,0,0
51778564,0,10,10,10,0,0,0,0,0,0,0,0
51778565,0,5,10,10,0,0,5,0,0,0,0,0
51778566,0,0,10,10,0,0,0,0,0,0,0,0
51778567,0,0,10,10,0,0,0,0,0,0,0,0
51778568,0,10,10,10,0,0,0,0,0,0,0,0
51778576,0,10,0,0,10,10,5,2,10,0,0,5
51778577,0,5,10,10,0,0,5,0,10,0,0,10
51778578,0,10,10,10,0,0,0,0,0,0,0,0
51778579,0,10,10,10,0,0,0,0,0,0,0,0
51778580,0,5,10,10,0,0,0,0,0,0,0,0
51778581,0,10,10,10,0,0,5,0,10,0,0,10
51778582,0,10,10,10,0,0,0,0,0,0,0,0
51778583,0,10,10,10,0,0,0,0,0,0,0,0
51778584,0,0,10,10,0,0,0,0,0,0,0,0
51778816,0,10,0,0,10,10,5,2,10,0,0,0
51778817,0,10,10,10,0,0,5,0,0,0,0,0
51778818,0,10,10,10,0,0,0,0,0,0,0,0
51778819,0,0,10,10,0,0,0,0,0,0,0,0
51778820,0,5,10,10,0,0,0,0,0,0,0,0
51778821,0,10,10,10,0,0,5,0,0,0,0,0
51778822,0,0,10,10,0,0,0,0,0,0,0,0
51778823,0,0,10,10,0,0,0,0,0,0,0,0
51778824,0,10,10,10,0,0,0,0,0,0,0,0
51778832,0,10,0,0,10,10,5,2,10,0,0,0
51778833,0,0,10,10,0,0,5,0,10,0,0,0
51778834,0,5,10,10,0,0,0,0,0,0,0,0
51778835,0,0,10,10,0,0,0,0,0,0,0,0
51778836,0,5,10,10,0,0,0,0,0,0,0,0
51778837,0,10,10,10,0,0,5,0,10,0,0,0
51778838,0,10,10,10,0,0,0,0,0,0,0,0
51778839,0,10,10,10,0,0,0,0,0,0,0,0
51778840,0,5,10,10,0,0,0,0,0,0,0,0
51779072,0,10,0,0,10,10,5,2,0,0,0,0
51779073,0,0,10,10,0,0,5,0,0,0,0,0
51779074,0,10,10,10,0,0,0,0,0,0,0,0
51779075,0,0,10,10,0,0,0,0,0,0,0,0
51779076,0,10,10,10,0,0,0,0,0,0,0,0
51779077,0,0,10,10,0,0,5,0,0,0,0,0
51779078,0,0,10,10,0,0,0,0,0,0,0,0
51779079,0,0,10,10,0,0,0,0,0,0,0,0
51779080,0,0,10,10,0,0,0,0,0,0,0,0
51779088,0,10,0,0,10,10,5,2,0,0,0,0
51779089,0,10,10,10,0,0,5,0,0,0,0,0
51779090,0,5,10,10,0,0,0,0,0,0,0,0
51779091,0,5,10,10,0,0,0,0,0,0,0,0
51779092,0,5,10,10,0,0,0,0,0,0,0,0
51779093,0,5,10,10,0,0,5,0,0,0,0,0
51779094,0,0,10,10,0,0,0,0,0,0,0,0
51779095,0,0,10,10,0,0,0,0,0,0,0,0
51779096,0,10,10,10,0,0,0,0,0,0,0,0
51779328,0,10,0,0,10,10,5,2,10,0,0,0
51779329,0,5,10,10,0,0,5,0,0,0,0,0
51779330,0,5,10,10,0,0,0,0,0,0,0,0
51779331,0,0,10,10,0,0,0,0,0,0,0,0
51779332,0,0,10,10,0,0,0,0,0,0,0,0
51779333,0,10,10,10,0,0,5,0,0,0,0,0
51779334,0,5,10,10,0,0,0,0,0,0,0,0
51779335,0,5,10,10,0,0,0,0,0,0,0,0
51779336,0,0,10,10,0,0,0,0,0,0,0,0
51779344,0,10,0,0,10,10,5,2,10,0,0,0
51779345,0,0,10,10,0,0,5,0,10,0,0,0
51779346,0,5,10,10,0,0,0,0,0,0,0,0
51779347,0,0,10,10,0,0,0,0,0,0,0,0
51779348,0,10,10,10,0,0,0,0,0,0,0,0
51779349,0,10,10,10,0,0,5,0,10,0,0,0
51779350,0,5,10,10,0,0,0,0,0,0,0,0
51779351,0,0,10,10,0,0,0,0,0,0,0,0
51779352,0,0,10,10,0,0,0,0,0,0,0,0
51779584,0,10,0,0,10,10,5,2,10,10,0,0
51779585,0,10,10,10,0,0,5,0,0,0,0,0
51779586,0,5,10,10,0,0,0,0,0,0,0,0
51779587,0,10,10,10,0,0,0,0,0,0,0,0
51779588,0,10,10,10,0,0,0,0,0,0,0,0
51779589,0,5,10,10,0,0,5,0,0,0,0,0
51779590,0,5,10,10,0,0,0,0,0,0,0,0
51779591,0,10,10,10,0,0,0,0,0,0,0,0
51779592,0,10,10,10,0,0,0,0,0,0,0,0
51779600,0,10,0,0,10,10,5,2,10,10,0,0
51779601,0,0,10,10,0,0,5,0,10,10,0,0
51779602,0,0,10,10,0,0,0,0,0,0,0,0
51779603,0,0,10,10,0,0,0,0,0,0,0,0
51779604,0,5,10,10,0,0,0,0,0,0,0,0
51779605,0,5,10,10,0,0,5,0,10,10,0,0
51779606,0,0,10,10,0,0,0,0,0,0,0,0
51779607,0,10,10,10,0,0,0,0,0,0,0,0
51779608,0,10,10,10,0,0,0,0,0,0,0,0
51779840,0,10,0,0,10,10,5,2,10,0,0,5
51779841,0,10,10,10,0,0,5,0,0,0,0,0
51779842,0,5,10,10,0,0,0,0,0,0,0,0
51779843,0,0,10,10,0,0,0,0,0,0,0,0
51779844,0,10,10,10,0,0,0,0,0,0,0,0
51779845,0,5,10,10,0,0,5,0,0,0,0,0
51779846,0,0,10,10,0,0,0,0,0,0,0,0
51779847,0,0,10,10,0,0,0,0,0,0,0,0
51779848,0,10,10,10,0,0,0,0,0,0,0,0
51779856,0,10,0,0,10,10,5,2,10,0,0,5
51779857,0,5,10,10,0,0,5,0,10,0,0,10
51779858,0,10,10,10,0,0,0,0,0,0,0,0
51779859,0,10,10,10,0,0,0,0,0,0,0,0
51779860,0,5,10,10,0,0,0,0,0,0,0,0
51779861,0,10,10,10,0,0,5,0,10,0,0,10
51779862,0,10,10,10,0,0,0,0,0,0,0,0
51779863,0,10,10,10,0,0,0,0,0,0,0,0
51779864,0,0,10,10,0,0,0,0,0,0,0,0
51780096,0,10,0,0,10,10,5,2,10,0,0,0
51780097,0,10,10,10,0,0,5,0,0,0,0,0
51780098,0,10,10,10,0,0,0,0,0,0,0,0
51780099,0,0,10,10,0,0,0,0,0,0,0,0
51780100,0,5,10,10,0,0,0,0,0,0,0,0
51780101,0,10,10,10,0,0,5,0,0,0,0,0
51780102,0,0,10,10,0,0,0,0,0,0,0,0
51780103,0,0,10,10,0,0,0,0,0,0,0,0
51780104,0,10,10,10,0,0,0,0,0,0,0,0
51780112,0,10,0,0,10,10,5,2,10,0,0,0
51780113,0,0,10,10,0,0,5,0,10,0,0,0
51780114,0,5,10,10,0,0,0,0,0,0,0,0
51780115,0,0,10,10,0,0,0,0,0,0,0,0
51780116,0,5,10,10,0,0,0,0,0,0,0,0
51780117,0,10,10,10,0,0,5,0,10,0,0,0
51780118,0,10,10,10,0,0,0,0,0,0,0,0
51780119,0,10,10,10,0,0,0,0,0,0,0,0
51780120,0,5,10,10,0,0,0,0,0,0,0,0
51780352,0,10,0,0,10,10,5,2,0,0,0,0
51780353,0,0,10,10,0,0,5,0,0,0,0,0
51780354,0,10,10,10,0,0,0,0,0,0,0,0
51780355,0,0,10,10,0,0,0,0,0,0,0,0
51780356,0,10,10,10,0,0,0,0,0,0,0,0
51780357,0,0,10,10,0,0,5,0,0,0,0,0
51780358,0,0,10,10,0,0,0,0,0,0,0,0
51780359,0,0,10,10,0,0,0,0,0,0,0,0
51780360,0,0,10,10,0,0,0,0,0,0,0,0
51780368,0,10,0,0,10,10,5,2,0,0,0,0
51780369,0,10,10,10,0,0,5,0,0,0,0,0
51780370,0,5,10,10,0,0,0,0,0,0,0,0
51780371,0,5,10,10,0,0,0,0,0,0,0,0
51780372,0,5,10,10,0,0,0,0,0,0,0,0
51780373,0,5,10,10,0,0,5,0,0,0,0,0
51780374,0,0,10,10,0,0,0,0,0,0,0,0
51780375,0,0,10,10,0,0,0,0,0,0,0,0
51780376,0,10,10,10,0,0,0,0,0,0,0,0
51780608,0,10,0,0,10,10,5,2,10,0,0,0
51780609,0,5,10,10,0,0,5,0,0,0,0,0
51780610,0,5,10,10,0,0,0,0,0,0,0,0
51780611,0,0,10,10,0,0,0,0,0,0,0,0
51780612,0,0,10,10,0,0,0,0,0,0,0,0
51780613,0,10,10,10,0,0,5,0,0,0,0,0
51780614,0,5,10,10,0,0,0,0,0,0,0,0
51780615,0,5,10,10,0,0,0,0,0,0,0,0
51780616,0,0,10,10,0,0,0,0,0,0,0,0
51780624,0,10,0,0,10,10,5,2,10,0,0,0
51780625,0,0,10,10,0,0,5,0,10,0,0,0
51780626,0,5,10,10,0,0,0,0,0,0,0,0
51780627,0,0,10,10,0,0,0,0,0,0,0,0
51780628,0,10,10,10,0,0,0,0,0,0,0,0
51780629,0,10,10,10,0,0,5,0,10,0,0,0
51780630,0,5,10,10,0,0,0,0,0,0,0,0
51780631,0,0,10,10,0,0,0,0,0,0,0,0
51780632,0,0,10,10,0,0,0,0,0,0,0,0
51780864,0,10,0,0,10,10,5,2,10,10,0,0
51780865,0,10,10,10,0,0,5,0,0,0,0,0
51780866,0,5,10,10,0,0,0,0,0,0,0,0
51780867,0,10,10,10,0,0,0,0,0,0,0,0
51780868,0,10,10,10,0,0,0,0,0,0,0,0
51780869,0,5,10,10,0,0,5,0,0,0,0,0
51780870,0,5,10,10,0,0,0,0,0,0,0,0
51780871,0,10,10,10,0,0,0,0,0,0,0,0
51780872,0,10,10,10,0,0,0,0,0,0,0,0
51780880,0,10,0,0,10,10,5,2,10,10,0,0
51780881,0,0,10,10,0,0,5,0,10,10,0,0
51780882,0,0,10,10,0,0,0,0,0,0,0,0
51780883,0,0,10,10,0,0,0,0,0,0,0,0
51780884,0,5,10,10,0,0,0,0,0,0,0,0
51780885,0,5,10,10,0,0,5,0,10,10,0,0
51780886,0,0,10,10,0,0,0,0,0,0,0,0
51780887,0,10,10,10,0,0,0,0,0,0,0,0
51780888,0,10,10,10,0,0,0,0,0,0,0,0
51781120,0,10,0,0,10,10,5,2,10,0,0,5
51781121,0,10,10,10,0,0,5,0,0,0,0,0
51781122,0,5,10,10,0,0,0,0,0,0,0,0
51781123,0,0,10,10,0,0,0,0,0,0,0,0
51781124,0,10,10,10,0,0,0,0,0,0,0,0
51781125,0,5,10,10,0,0,5,0,0,0,0,0
51781126,0,0,10,10,0,0,0,0,0,0,0,0
51781127,0,0,10,10,0,0,0,0,0,0,0,0
51781128,0,10,10,10,0,0,0,0,0,0,0,0
51781136,0,10,0,0,10,10,5,2,10,0,0,5
51781137,0,5,10,10,0,0,5,0,10,0,0,10
51781138,0,10,10,10,0,0,0,0,0,0,0,0
51781139,0,10,10,10,0,0,0,0,0,0,0,0
51781140,0,5,10,10,0,0,0,0,0,0,0,0
51781141,0,10,10,10,0,0,5,0,10,0,0,10
51781142,0,10,10,10,0,0,0,0,0,0,0,0
51781143,0,10,10,10,0,0,0,0,0,0,0,0
51781144,0,0,10,10,0,0,0,0,0,0,0,0
51781376,0,10,0,0,10,10,5,2,10,0,0,0
51781377,0,10,10,10,0,0,5,0,0,0,0,0
51781378,0,10,10,10,0,0,0,0,0,0,0,0
51781379,0,0,10,10,0,0,0,0,0,0,0,0
51781380,0,5,10,10,0,0,0,0,0,0,0,0
51781381,0,10,10,10,0,0,5,0,0,0,0,0
51781382,0,0,10,10,0,0,0,0,0,0,0,0
51781383,0,0,10,10,0,0,0,0,0,0,0,0
51781384,0,10,10,10,0,0,0,0,0,0,0,0
51781392,0,10,0,0,10,10,5,2,10,0,0,0
51781393,0,0,10,10,0,0,5,0,10,0,0,0
51781394,0,5,10,10,0,0,0,0,0,0,0,0
51781395,0,0,10,10,0,0,0,0,0,0,0,0
51781396,0,5,10,10,0,0,0,0,0,0,0,0
51781397,0,10,10,10,0,0,5,0,10,0,0,0
51781398,0,10,10,10,0,0,0,0,0,0,0,0
51781399,0,10,10,10,0,0,0,0,0,0,0,0
51781400,0,5,10,10,0,0,0,0,0,0,0,0
51781888,0,2,0,0,2,0,2,2,0,0,0,0
51781889,0,0,2,2,0,2,0,2,0,0,0,0
51781890,0,2,2,2,0,0,2,0,0,0,0,0
51781891,0,1,2,2,2,0,0,0,0,0,0,0
51781892,0,2,2,2,0,0,0,0,0,0,0,0
51781893,0,0,2,2,0,2,0,2,0,0,0,0
51781894,0,1,2,2,0,0,2,0,0,0,0,0
51781895,0,2,2,2,2,0,0,0,0,0,0,0
51781896,0,0,2,2,0,0,0,0,0,0,0,0
51781904,0,2,0,0,2,0,2,2,0,0,0,0
51781905,0,0,2,2,0,2,0,2,0,0,0,0
51781906,0,1,2,2,0,0,2,0,0,0,0,0
51781907,0,2,2,2,2,0,0,0,0,0,0,0
51781908,0,1,2,2,0,0,0,0,0,0,0,0
51781909,0,2,2,2,0,2,0,2,0,0,0,0
51781910,0,1,2,2,0,0,2,0,0,0,0,0
51781911,0,0,2,2,2,0,0,0,0,0,0,0
51781912,0,0,2,2,0,0,0,0,0,0,0,0
51782144,0,2,0,0,2,0,2,2,2,0,0,0
51782145,0,1,2,2,0,2,0,2,0,0,0,0
51782146,0,0,2,2,0,0,2,0,0,0,0,0
51782147,0,1,2,2,2,0,0,0,0,0,0,0
51782148,0,1,2,2,0,0,0,0,0,0,0,0
51782149,0,1,2,2,0,2,0,2,0,0,0,0
51782150,0,1,2,2,0,0,2,0,0,0,0,0
51782151,0,1,2,2,2,0,0,0,0,0,0,0
51782152,0,0,2,2,0,0,0,0,0,0,0,0
51782160,0,2,0,0,2,0,2,2,2,0,0,0
