idKey,type,desc,Korean,English (United States),Japanese
1965626393,text,,... 아아?...,... 아아?...,…はぁ…?
1965626394,text,,......,......,
1965626395,text,,크으... 머리야! 왜 이렇게 욱신대는 거냐!,크으... 머리야! 왜 이렇게 욱신대는 거냐!,くぅ…頭が…何でこんなにずきずきするのだ!
1965626396,text,,아니?... 디셉티콘!! 뭘 꾸물거리고 있나!,아니?... 디셉티콘!! 뭘 꾸물거리고 있나!,何だ…デストロン軍団!!　何をもたもたしておる!
1965626397,text,,빨리빨리 움직여라! 프라임보다 먼저 움직여야 한다!,빨리빨리 움직여라! 프라임보다 먼저 움직여야 한다!,早くかかれ!!　コンボイより先に動かればならんのだ!!
1965626398,text,,모두 약탈하라!!,모두 약탈하라!!,全部略奪しろ!!
1965626399,text,,오우... 메가트론의 정신이 오락가락하니 이제 내가 리더가 되어야 겠는걸?,오우... 메가트론의 정신이 오락가락하니 이제 내가 리더가 되어야 겠는걸?,はは、メガトロンの精神状態がこんなにおかしくなっちまうとはな。もう俺様がリーダーにならなきゃいけないな?
1965626400,text,,... 어쩔 수 없다.,... 어쩔 수 없다.,しようがない…。
1965626401,text,,다른 방법을 찾을때까지 우리가 커버를 해야겠다.,다른 방법을 찾을때까지 우리가 커버를 해야겠다.,他の手が見つかるまで俺たちがカバーをしないとな。
1965626402,text,,... 동의.,... 동의.,…賛成。
1965830401,text,,디셉티콘들은 들어라!!,디셉티콘들은 들어라!!,デストロン軍団は聞け!!
1965830402,text,,최근 들어 저 말을 너무 자주 듣는거 같군.,최근 들어 저 말을 너무 자주 듣는거 같군.,最近はあの言葉をよく耳にするようだな。
1965830403,text,,지금이라도 채비를 하여 사이버트론으로 돌아간다!,지금이라도 채비를 하여 사이버트론으로 돌아간다!,今でも変える支度をしてセイバートロ性に戻る!
1965830404,text,,벡터 시그마를 다시 점거하여 전 우주를 손에 넣는 것이다!!,벡터 시그마를 다시 점거하여 전 우주를 손에 넣는 것이다!!,ベクターシグマを再び占拠して全宇宙を我々の手に入れるのだ!!
1965830405,text,,안타깝게도 그건 안되겠네요. 메가트론.,안타깝게도 그건 안되겠네요. 메가트론.,残念ながらそれはできませんぜ。メガトロン様。
1965830406,text,,뭐라고?,뭐라고?,何だと?
1965830407,text,,메가트론. 브리지들이 이상합니다.,메가트론. 브리지들이 이상합니다.,メガトロン様、ブリッジの状態がおかしいです。
1965830408,text,,사이버트론으로 통하는 길이 열리지를 않고 있어요.,사이버트론으로 통하는 길이 열리지를 않고 있어요.,セイバートロンに通じる道が開かれません。
1965830409,text,,일단 이 곳에 머물면서 다른 방법을 모색해야 함.,일단 이 곳에 머물면서 다른 방법을 모색해야 함.,一旦、ここにいて他の手を探すべきだ。
1965830410,text,,이왕이면 구더기같은 오토봇 놈들이 얼씬대지 못하도록,이왕이면 구더기같은 오토봇 놈들이 얼씬대지 못하도록,どうせならあの忌々しいサイバトロンの奴らが近づかないように。
1965830411,text,,철저하게 방비된 기지를 구축해서 말이지요.,철저하게 방비된 기지를 구축해서 말이지요.,徹底的に強化した基地を構築しましょう。
1965830412,text,,좋다! 지금부터 이 누추한 아지트를 보강한다!,좋다! 지금부터 이 누추한 아지트를 보강한다!,よし!　今からこのぼろぼろのアジトを補強するぞ!
1965830413,text,,접근하는 거수자들은 모조리 쏴버려라!!,접근하는 거수자들은 모조리 쏴버려라!!,近寄る者は全部撃ち倒すのだ!!
1965830414,text,,메가트론. 추가로 해야할 일이 있습니다.,메가트론. 추가로 해야할 일이 있습니다.,メガトロン様。それにまたやらなきゃいけないことがあります。
1965830415,text,,그게 뭐지 쇼크웨이브?,그게 뭐지 쇼크웨이브?,何だ、レーザーウェーブ?
1965830416,text,,아무래도 사이버트론에서 이 행성에 흘러든 놈들이 더 있는 것 같습니다.,아무래도 사이버트론에서 이 행성에 흘러든 놈들이 더 있는 것 같습니다.,どうやらセイバートロンからこの惑星に流れ込んだ奴らが他にもいるみたいです。
1965830417,text,,그리고 조사를 해보니... 위장한채로 주변에 숨어있을 가능성이 높은 것으로 보입니다.,그리고 조사를 해보니... 위장한채로 주변에 숨어있을 가능성이 높은 것으로 보입니다.,それに調査によると…偽装したまま周辺に忍び込んでいる可能性が高いと…。
1965830418,text,,그렇다면?,그렇다면?,なら、どうすればいいのだ？
1965830419,text,,그들을 우리편으로 만들어 세력을 증대시켜야 함.,그들을 우리편으로 만들어 세력을 증대시켜야 함.,彼らを我々の味方にして勢力を拡大すべき。
1965830420,text,,그거 듣던 중 반가운 이야기로군!,그거 듣던 중 반가운 이야기로군!,それは実にいい知らせだな。
1965830421,text,,디셉티콘! 즉시 출동이다!!,디셉티콘! 즉시 출동이다!!,デストロン軍団!!　出撃!!
1965830422,text,,모두 노예로 만들어라! 반항하는 놈들은 죄다 때려 부숴버려라!!,모두 노예로 만들어라! 반항하는 놈들은 죄다 때려 부숴버려라!!,全部奴隷にしろ!!　抗うやつらは全部叩き潰すのだ!!
1965830657,text,,이번에는 이 놈을 스캔해본다!,이번에는 이 놈을 스캔해본다!,今度はこいつをスキャンしてみよう!
1965830658,text,,아까부터 계속 비슷한 녀석들만 조사하고 있는 거 같은데...,아까부터 계속 비슷한 녀석들만 조사하고 있는 거 같은데...,先からずっと似たものばかりスキャンしているようだが…。
1965830659,text,,뭔가 꿍꿍이 속이 있는거 아니야?,뭔가 꿍꿍이 속이 있는거 아니야?,お前まさかなんか企んでるのでは…？
1965830660,text,,너는 항상 잔말이 너무 많아!,너는 항상 잔말이 너무 많아!,黙れ、お前はいつも文句ばっかりぬかすんだな!
1965830661,text,,혼이 나봐야 정신을 차리겠어?,혼이 나봐야 정신을 차리겠어?,ひどい目に合わないと分からないのか?
1965830662,text,,"아, 아니야! 알았어...","아, 아니야! 알았어...",いや、すまん。分かった…。
1965830663,text,,스캔 개시!,스캔 개시!,スキャン開始!
1965830664,text,,(기가고고고!),(기가고고고!),(ギゴガゴゴ!!)
1965830665,text,,크아아아!!,크아아아!!,くああああ!!
1965830666,text,,뭐지!?,뭐지!?,何だ⁉
1965830667,text,,떠벌이가 한 놈 또 나타났잖아!,떠벌이가 한 놈 또 나타났잖아!,またほら吹きが現れやがったじゃねーか!
1965830668,text,,누가 떠벌이야!,누가 떠벌이야!,誰がほら吹きなんだ!
1965830669,text,,캬오오오!!... 스타스크림!!... 죽어라!!,캬오오오!!... 스타스크림!!... 죽어라!!,きゃおおおお…!!　スタースクリーム…!!　死ね!!
1965830670,text,,힉!?...,힉!?...,ひぃぃ…⁉
1965830671,text,,(잠시 후...),(잠시 후...),(しばらく後)
1965830672,text,,"가, 간신히 때려눕혔군...","가, 간신히 때려눕혔군...",やっと…倒したぜ。
1965830673,text,,......,......,
1965830674,text,,"너는 정말, 만인에게 미움받는구나.","너는 정말, 만인에게 미움받는구나.",お前さんは本当に万人から嫌われているな。
1965830675,text,,뭐라고 했지?,뭐라고 했지?,何だと?
1965830676,text,,"아, 아무말도 안했어!","아, 아무말도 안했어!",い、いや、何も言ってないぞ!
1965830677,text,,일단 이 놈을 기지로 끌고 간다!,일단 이 놈을 기지로 끌고 간다!,とりあえず、こいつを基地に連れていく!
1965830678,text,,"어, 어디에 쓰려고?","어, 어디에 쓰려고?",ど、どこに使うつもりだ?
1965830679,text,,분명 쓸모가 있을 거야.,분명 쓸모가 있을 거야.,まぁ、どのみち使い道があるはずだ。
1965830680,text,,너가 들어!,너가 들어!,お前が運べ!
1965830681,text,,끄응......,끄응......,っ…。
1965830913,text,,이거야 원. 오래 살다보니 별 꼴을 다 보는군.,이거야 원. 오래 살다보니 별 꼴을 다 보는군.,これは。長生きすれば珍しいことも見るものだ。
1965830914,text,,스러스트가 스러스트를 들쳐매고 돌아오다니.,스러스트가 스러스트를 들쳐매고 돌아오다니.,スラストがスラストを
1965830915,text,,이게 꿈은 아니겠지?,이게 꿈은 아니겠지?,これは夢ではないな?
1965830916,text,,시끄러!,시끄러!,うるさいぞ!
1965830917,text,,힘들어 죽겠다...,힘들어 죽겠다...,あ、もう疲れたぜ。
1965830918,text,,사운드웨이브!,사운드웨이브!,サウンドウェーブ。
1965830919,text,,이 놈을 조사해봐!!,이 놈을 조사해봐!!,こいつのことを調べてみろ!!
1965830920,text,,흥미로운 데이터를 얻을 수 있지 않겠어?,흥미로운 데이터를 얻을 수 있지 않겠어?,面白いデータを得るかもしれないからな。
1965830921,text,,... 동의.,... 동의.,…同意。
1965830922,text,,(잠시 후...),(잠시 후...),(しばらく後)
1965830923,text,,... 그러한 이유로 메가트론.,... 그러한 이유로 메가트론.,…そんな訳でメガトロン様。
1965830924,text,,"정체불명의 이 녀석들은, 유용한 자원이 될 수 있음은 물론이고.","정체불명의 이 녀석들은, 유용한 자원이 될 수 있음은 물론이고.",正体不明のこいつらは、重要な資源になるのは勿論、
1965830925,text,,우리의 힘을 끌어올려줄 요긴한 소재도 될 수 있음을 알아냈습니다!,우리의 힘을 끌어올려줄 요긴한 소재도 될 수 있음을 알아냈습니다!,我々の力を引き上げる重要素材になることが分かりました!!
1965830926,text,,... 조사한 건 나임.,... 조사한 건 나임.,…俺が調べた。
1965830927,text,,자기가 한 것 처럼 이야기 하지 말기를 바람.,자기가 한 것 처럼 이야기 하지 말기를 바람.,自分のやったことだと言うな。
1965830928,text,,잘했다! 사운드웨이브!,잘했다! 사운드웨이브!,よくやったぞ、サウンドウェーブ!
1965830929,text,,쳇...,쳇...,ちっ…。
1965830930,text,,좋다! 이제 우리가 꾸물댈 이유는 더욱 더 없게 되었군!,좋다! 이제 우리가 꾸물댈 이유는 더욱 더 없게 되었군!,よし。もうワシらがもたもたしている理由はない!
1965830931,text,,당장 출동하여 노예들을 잡아오도록 하라!,당장 출동하여 노예들을 잡아오도록 하라!,直ちに出動して奴隷たちを捕まえて来い!
1965830932,text,,"그런데, 다들 출동해버리면 기지는 누가 지키죠?","그런데, 다들 출동해버리면 기지는 누가 지키죠?",でも、みんな出動してしまったら基地はだれが守るんですか?
1965830933,text,,그 문제는 이미 해결되었음.,그 문제는 이미 해결되었음.,その問題は既に解決している。
1965830934,text,,뭐라고!?,뭐라고!?,何だと?
1965830935,text,,메가트론. 원격으로 기지를 관리하고 제어할 수 있는 장치를 개발했습니다.,메가트론. 원격으로 기지를 관리하고 제어할 수 있는 장치를 개발했습니다.,メガトロン様。リモートで基地を管理してコントロールできる装置を開発しました。
1965830936,text,,이것만 있으면 안심하고 어디든 출타할 수 있습니다.,이것만 있으면 안심하고 어디든 출타할 수 있습니다.,これがあれば安心してどこにも行けます。
1965830937,text,,훌륭해! 아주 훌륭하다! 사운드웨이브!,훌륭해! 아주 훌륭하다! 사운드웨이브!,素晴らしい!　実によくやったぞ! サウンドウェーブ!
1965830938,text,,디셉티콘! 출동하라!! 이제 우리를 막을 수 있는 것은 아무것도 없다!,디셉티콘! 출동하라!! 이제 우리를 막을 수 있는 것은 아무것도 없다!,デストロン軍団、行け!　もうワシらを止めるものは何もない!
1965831169,text,,빌어먹을 오토봇 놈들이 또!...,빌어먹을 오토봇 놈들이 또!...,この忌々しいサイバトロンどもめがまた…!
1965831170,text,,도대체 이게 몇번째야!...,도대체 이게 몇번째야!...,いったいこれが何回目だ…!
1965831171,text,,놈들한테 이런 악취미가 있었나?,놈들한테 이런 악취미가 있었나?,奴らにこんな悪趣味があったのか?
1965831172,text,,그 휠잭이라는 놈이 알아낸게 분명해.,그 휠잭이라는 놈이 알아낸게 분명해.,あのホイルジャックというやつの仕業に違いないぜ!
1965831173,text,,"이 브리지 주변이 비록 좀 위험하기는 해도, 에너지도 그렇고 물자도 그렇고,","이 브리지 주변이 비록 좀 위험하기는 해도, 에너지도 그렇고 물자도 그렇고,",まぁ確かにこのブリッジの周辺は危険だが、エネルギーもそうだし物資もな。
1965831174,text,,여러모로 쓸모가 제법 있다는 걸 알아챘을거란 말이지.,여러모로 쓸모가 제법 있다는 걸 알아챘을거란 말이지.,色々使い手があるってことを気づいたはずだぜ。
1965831175,text,,그렇군...,그렇군...,そうだな…。
1965831176,text,,이제 어떻게 해야되지?,이제 어떻게 해야되지?,これからはどうすればいいんだ?
1965831177,text,,일단 메가트론한테 보고부터 하자고.,일단 메가트론한테 보고부터 하자고.,とにかくメガトロン様に報告しようぜ。
1965831178,text,,좋아. 돌아가자.,좋아. 돌아가자.,よし、戻るぞ。
1965831179,text,,(잠시 후...),(잠시 후...),(しばらく後)
1965831180,text,,뭐야!? 또 오토봇 녀석들이?...,뭐야!? 또 오토봇 녀석들이?...,何だと⁉　またサイバトロンどもめが…?
1965831181,text,,그렇습니다. 메가트론.,그렇습니다. 메가트론.,そうです。メガトロン様。
1965831182,text,,브리지 주변에 만들어둔 시설들이 또 박살났습니다.,브리지 주변에 만들어둔 시설들이 또 박살났습니다.,ブリッジの周辺に構築した施設がまた破壊されました。
1965831183,text,,그 놈들은 나를 방해하지 않고는 살 수가 없는 모양이군!,그 놈들은 나를 방해하지 않고는 살 수가 없는 모양이군!,やつらはいつもワシの邪魔をせんといられないようだな!!
1965831184,text,,어떻게 할까요?,어떻게 할까요?,どうしますか?
1965831185,text,,도전에 응해줘야지.,도전에 응해줘야지.,勿論、応戦をせねばならんぞ。
1965831186,text,,"브리지들을 점거하고, 경비를 두어 보안을 강화해야 한다!","브리지들을 점거하고, 경비를 두어 보안을 강화해야 한다!",ブリッジを占拠して見張りを強化するのだ!!
1965831187,text,,오토봇 놈들이 점거한 브리지도 빼앗아야 한다!,오토봇 놈들이 점거한 브리지도 빼앗아야 한다!,サイバトロンどもが占拠したブリッジも奪い取るのだぞ!
1965831188,text,,놈들에게 쓴 맛을 보여줘라!,놈들에게 쓴 맛을 보여줘라!,奴らを叩き割るのだ!
1965831189,text,,알겠습니다. 메가트론.,알겠습니다. 메가트론.,了解、メガトロン様。
1965831425,text,,스톱!! 정지!!,스톱!! 정지!!,
1965831426,text,,어디를 멋대로 들어오려는 거야!!,어디를 멋대로 들어오려는 거야!!,
1965831427,text,,여기는 디셉티콘의 비밀기지다. 당장 물러나라!!,여기는 디셉티콘의 비밀기지다. 당장 물러나라!!,
1965831428,text,,... 비밀이라는 거야? 비밀이 아니라는 거야?,... 비밀이라는 거야? 비밀이 아니라는 거야?,
1965831429,text,,... 어??...,... 어??...,
1965831430,text,,메가트론이 여기에 있나?,메가트론이 여기에 있나?,
1965831431,text,,그걸 너가 알아서 뭐 해?,그걸 너가 알아서 뭐 해?,
1965831432,text,,정체를 밝혀라!!,정체를 밝혀라!!,
1965831433,text,,나는 그레이 샤드.,나는 그레이 샤드.,
1965831434,text,,메가트론과 구면인 사이지.,메가트론과 구면인 사이지.,
1965831435,text,,메가트론에게 안내해라.,메가트론에게 안내해라.,
1965831436,text,,호락호락 들여보내 줄 수는 없지.,호락호락 들여보내 줄 수는 없지.,
1965831437,text,,여기를 지나가려거든 우리를 넘어서야 한다!,여기를 지나가려거든 우리를 넘어서야 한다!,
1965831438,text,,시대착오적인 녀석들 덕에 성가시게 됐군...,시대착오적인 녀석들 덕에 성가시게 됐군...,
1965831681,text,,도대체 웬 소란이냐!!,도대체 웬 소란이냐!!,
1965831682,text,,"... 아니, 이게 웬 난장판이지?","... 아니, 이게 웬 난장판이지?",
1965831683,text,,"메, 메가트로오오온!...","메, 메가트로오오온!...",
1965831684,text,,고... 공격을 받았습니다!!...,고... 공격을 받았습니다!!...,
1965831685,text,,공격을 받았다고?,공격을 받았다고?,
1965831686,text,,예...,예...,
1965831687,text,,저 녀석한테요!!,저 녀석한테요!!,
1965831688,text,,흠?,흠?,
1965831689,text,,아니?,아니?,
1965831690,text,,이게 누군가!... 그레이 샤드가 아닌가!...,이게 누군가!... 그레이 샤드가 아닌가!...,
1965831691,text,,무사해서 다행이군. 메가트론.,무사해서 다행이군. 메가트론.,
1965831692,text,,그쪽이야말로!...,그쪽이야말로!...,
1965831693,text,,"저, 저희가 얻어맞은 건 어떻게...","저, 저희가 얻어맞은 건 어떻게...",
1965831694,text,,시끄럽다!!,시끄럽다!!,
1965831695,text,,이 자는 나의 손님이란 말이다!!,이 자는 나의 손님이란 말이다!!,
1965831696,text,,나중에 너희들에게 이 일에 대한 책임을 묻도록 하지!,나중에 너희들에게 이 일에 대한 책임을 묻도록 하지!,
1965831697,text,,크으으...,크으으...,
1965831698,text,,(잠시 후...),(잠시 후...),
1965831699,text,,그나저나 여기에는 어쩐 일인가. 그레이 샤드?,그나저나 여기에는 어쩐 일인가. 그레이 샤드?,
1965831700,text,,메가트론. 당신에게 전해줄 것이 있어서 말이지.,메가트론. 당신에게 전해줄 것이 있어서 말이지.,
1965831701,text,,나에게?...,나에게?...,
1965831702,text,,그렇지.,그렇지.,
1965831703,text,,하마터면 오토봇의 수중에 넘어갈 뻔했던 물건이야.,하마터면 오토봇의 수중에 넘어갈 뻔했던 물건이야.,
1965831704,text,,!!...,!!...,
1965831705,text,,이건... 에너지 코어!,이건... 에너지 코어!,
1965831937,text,,그렇지. 에너지 코어야.,그렇지. 에너지 코어야.,
1965831938,text,,내가 가지고 있으면 강탈당할 위험이 있으니 당신에게 넘기도록 하지.,내가 가지고 있으면 강탈당할 위험이 있으니 당신에게 넘기도록 하지.,
1965831939,text,,으음!...,으음!...,
1965831940,text,,이걸 넘기는 대신 무엇을 원하지? 그레이 샤드?,이걸 넘기는 대신 무엇을 원하지? 그레이 샤드?,
1965831941,text,,글쎄.,글쎄.,
1965831942,text,,그때도 이야기했던 것처럼.,그때도 이야기했던 것처럼.,
1965831943,text,,"가능한 빨리, 사이버트론의 내전 상태를 당신이 끝내주는 것.","가능한 빨리, 사이버트론의 내전 상태를 당신이 끝내주는 것.",
1965831944,text,,... 정말 그것뿐인가?,... 정말 그것뿐인가?,
1965831945,text,,난세를 평정하고 군림하는 지도자가 필요하다.,난세를 평정하고 군림하는 지도자가 필요하다.,
1965831946,text,,그래야만 사이버트론에 평화가 돌아올 수 있어.,그래야만 사이버트론에 평화가 돌아올 수 있어.,
1965831947,text,,고맙군!,고맙군!,
1965831948,text,,이 에너지 코어만 있으면 어떤 작전이든 성공시킬 수 있겠어!,이 에너지 코어만 있으면 어떤 작전이든 성공시킬 수 있겠어!,
1965831949,text,,다만 그건 양품은 아니야.,다만 그건 양품은 아니야.,
1965831950,text,,에너지 방출의 항상성이 불안정한 상태지.,에너지 방출의 항상성이 불안정한 상태지.,
1965831951,text,,사용에 있어 휴지시간을 두는게 좋을 거야.,사용에 있어 휴지시간을 두는게 좋을 거야.,
1965831952,text,,알겠네!,알겠네!,
1965831953,text,,나는 이만 가보겠어.,나는 이만 가보겠어.,
1965831954,text,,새로운 건수가 생기는 대로 또 찾아오도록 하지.,새로운 건수가 생기는 대로 또 찾아오도록 하지.,
1965831955,text,,그때는 부디 문전박대당하는 일이 없기를.,그때는 부디 문전박대당하는 일이 없기를.,
1965831956,text,,미안하구만. 그렇게 하도록 하겠네.,미안하구만. 그렇게 하도록 하겠네.,
1965831957,text,,"자, 그럼...","자, 그럼...",
1965831958,text,,(잠시 후...),(잠시 후...),
1965831959,text,,그런데요 메가트론.,그런데요 메가트론.,
1965831960,text,,그레이 샤드?... 그 녀석을 신뢰해도 괜찮은 건가요?,그레이 샤드?... 그 녀석을 신뢰해도 괜찮은 건가요?,
1965831961,text,,신뢰 따위 하고 있지 않다.,신뢰 따위 하고 있지 않다.,
1965831962,text,,... 네?,... 네?,
1965831963,text,,이용가치가 있는 것은 뭐든지 이용할 뿐이지.,이용가치가 있는 것은 뭐든지 이용할 뿐이지.,
1965831964,text,,신뢰란 존재하지 않는다. 있어서도 안 되지.,신뢰란 존재하지 않는다. 있어서도 안 되지.,
1965831965,text,,역시 메가트론...,역시 메가트론...,
1965831966,text,,좋아. 작전을 입안한다!!,좋아. 작전을 입안한다!!,
1965831967,text,,정녕 이제 누구도 나를 막을 수 없다!!,정녕 이제 누구도 나를 막을 수 없다!!,
1965832193,text,,메가트론!,메가트론!,
1965832194,text,,쇼크웨이브 외 2인. 정찰임무완료 후 복귀했습니다!,쇼크웨이브 외 2인. 정찰임무완료 후 복귀했습니다!,
1965832195,text,,아니. 왜 네 녀석 외 2인이냐?!,아니. 왜 네 녀석 외 2인이냐?!,
1965832196,text,,스타스크림 외 2인이라고 해!! 건방진 녀석!!,스타스크림 외 2인이라고 해!! 건방진 녀석!!,
1965832197,text,,... 그냥 우리 3인이라고 하면 안 되는 거야?,... 그냥 우리 3인이라고 하면 안 되는 거야?,
1965832198,text,,당연히 안되지!,당연히 안되지!,
1965832199,text,,이 몸이 네 녀석들 따위랑 같은 취급을 받는 게 말이 될 리가!...,이 몸이 네 녀석들 따위랑 같은 취급을 받는 게 말이 될 리가!...,
1965832200,text,,시끄럽다!!,시끄럽다!!,
1965832201,text,,마침 잘 됐군. 일손이 부족한 참이었지!!,마침 잘 됐군. 일손이 부족한 참이었지!!,
1965832202,text,,일손이라구요?...,일손이라구요?...,
1965832203,text,,... 방금 돌아왔는데?...,... 방금 돌아왔는데?...,
1965832204,text,,이걸 받아라!!,이걸 받아라!!,
1965832205,text,,"아니, 이 자루들은 뭡니까??","아니, 이 자루들은 뭡니까??",
1965832206,text,,나가서 금속들을 쓸어 모아와라!,나가서 금속들을 쓸어 모아와라!,
1965832207,text,,네!? 뭐라구요!?,네!? 뭐라구요!?,
1965832208,text,,... 저더러 지금 고철이나 주워 오라는 겁니까??,... 저더러 지금 고철이나 주워 오라는 겁니까??,
1965832209,text,,싫다면 어쩔 수 없지.,싫다면 어쩔 수 없지.,
1965832210,text,,대신 네놈을 고철로 만들어 써야 되겠군!!,대신 네놈을 고철로 만들어 써야 되겠군!!,
1965832211,text,,"!!!... 쏘, 쏘지 마세요 메가트론!!!","!!!... 쏘, 쏘지 마세요 메가트론!!!",
1965832212,text,,"제, 제가 그러는 게 아니었는데...","제, 제가 그러는 게 아니었는데...",
1965832213,text,,... 갈게요. 간다구요!! 쏘지 마세요...!,... 갈게요. 간다구요!! 쏘지 마세요...!,
1965832214,text,,좋다. 스러스트! 너도 스타스크림을 따라가서 도와라!,좋다. 스러스트! 너도 스타스크림을 따라가서 도와라!,
1965832215,text,,"예, 옛! 알겠습니다. 메가트론!...","예, 옛! 알겠습니다. 메가트론!...",
1965832449,text,,(어느 폐차장...),(어느 폐차장...),
1965832450,text,,이런 엉터리가 대체 어디 있어!!,이런 엉터리가 대체 어디 있어!!,
1965832451,text,,내 재능이 이딴 허드렛일에 낭비되고 있다니...,내 재능이 이딴 허드렛일에 낭비되고 있다니...,
1965832452,text,,이건 말도 안 된다고!!... 비극이야!!,이건 말도 안 된다고!!... 비극이야!!,
1965832453,text,,메가트론은 적재적소의 기본도 모르는 아마추어란 말이야!!,메가트론은 적재적소의 기본도 모르는 아마추어란 말이야!!,
1965832454,text,,정말이지 귀청 떨어지겠네.,정말이지 귀청 떨어지겠네.,
1965832455,text,,일 좀 해!! 빨리 고철이나 모으라고!!,일 좀 해!! 빨리 고철이나 모으라고!!,
1965832456,text,,오냐!! 일해야지!!,오냐!! 일해야지!!,
1965832457,text,,네놈도 곧 그 자루 안의 고철 신세가 될 거고 말이야!!!,네놈도 곧 그 자루 안의 고철 신세가 될 거고 말이야!!!,
1965832458,text,,"!!!... 쏘, 쏘지 마 스타스크림!!!","!!!... 쏘, 쏘지 마 스타스크림!!!",
1965832459,text,,"내, 내가 말을 잘못한 거 같다...","내, 내가 말을 잘못한 거 같다...",
1965832460,text,,... 미안해. 잘못했어!! 쏘지 마...!,... 미안해. 잘못했어!! 쏘지 마...!,
1965832461,text,,... 흥. 목숨은 아까운 모양이군.,... 흥. 목숨은 아까운 모양이군.,
1965832462,text,,휴...,휴...,
1965832463,text,,......,......,
1965832464,text,,"... 스, 스타스크림?","... 스, 스타스크림?",
1965832465,text,,왜!!!,왜!!!,
1965832466,text,,"그그, 그게 말이야...","그그, 그게 말이야...",
1965832467,text,,가능하면... 빨리 돌아가는 게 낫지 않겠어?,가능하면... 빨리 돌아가는 게 낫지 않겠어?,
1965832468,text,,... 여긴 너무 지저분하고... 악취가 진동을 하잖아...,... 여긴 너무 지저분하고... 악취가 진동을 하잖아...,
1965832469,text,,그렇다. 구역질이 날 지경이지!,그렇다. 구역질이 날 지경이지!,
1965832470,text,,그렇지?...,그렇지?...,
1965832471,text,,... 그러니까... 가능한 한 신속하게 일을 끝내는 게 좋겠지?...,... 그러니까... 가능한 한 신속하게 일을 끝내는 게 좋겠지?...,
1965832472,text,,하고 싶은 말이 뭐야!!!,하고 싶은 말이 뭐야!!!,
1965832473,text,,"그, 그러니까...","그, 그러니까...",
1965832474,text,,나 혼자 하면 너무 오래 걸려...,나 혼자 하면 너무 오래 걸려...,
1965832475,text,,... 그러니까 도... 도와줘......,... 그러니까 도... 도와줘......,
1965832476,text,,함께 빨리 끝내고 돌아가자...,함께 빨리 끝내고 돌아가자...,
1965832477,text,,......,......,
1965832478,text,,... 칫... 어쩔 수 없군...,... 칫... 어쩔 수 없군...,
1965832479,text,,알았다. 도와주지.,알았다. 도와주지.,
1965832480,text,,"고, 고마워...","고, 고마워...",
1965832481,text,,감사하다고 해!,감사하다고 해!,
1965832482,text,,"가, 감사합니다!......","가, 감사합니다!......",
1965832483,text,,(잠시 후...),(잠시 후...),
1965832484,text,,빌어먹을... 여긴 정말 냄새가 고약하군.,빌어먹을... 여긴 정말 냄새가 고약하군.,
1965832485,text,,잘 골라 담아야 돼.,잘 골라 담아야 돼.,
1965832486,text,,알았다고.,알았다고.,
1965832487,text,,아무거나 넣으면 안 돼!,아무거나 넣으면 안 돼!,
1965832488,text,,... 자꾸 잔소리하면 일 안 할 테야!!,... 자꾸 잔소리하면 일 안 할 테야!!,
1965832489,text,,"아, 알았어...","아, 알았어...",
1965832490,text,,(잠시 후...),(잠시 후...),
1965832491,text,,재료는 문제없이 모아왔겠지?,재료는 문제없이 모아왔겠지?,
1965832492,text,,물론이죠.,물론이죠.,
1965832493,text,,보세요. 빵빵하게 채워왔지 않습니까!,보세요. 빵빵하게 채워왔지 않습니까!,
1965832494,text,,좋아. 이제 유종의 미를 거둘 시간이다!,좋아. 이제 유종의 미를 거둘 시간이다!,
1965832495,text,,유종의 미라구요?,유종의 미라구요?,
1965832496,text,,그렇다. 마지막까지 성실함을 보여야겠지?,그렇다. 마지막까지 성실함을 보여야겠지?,
1965832497,text,,저기 보이는 용광로에 재료들을 분류하여 투입하도록!!,저기 보이는 용광로에 재료들을 분류하여 투입하도록!!,
1965832498,text,,"이, 이렇게나 많은 걸 저 혼자서??...","이, 이렇게나 많은 걸 저 혼자서??...",
1965832499,text,,너도 그 많은 재료 중의 하나가 되어 용광로 신세를 지고 싶지는 않겠지?,너도 그 많은 재료 중의 하나가 되어 용광로 신세를 지고 싶지는 않겠지?,
1965832500,text,,"아, 알겠습니다!... 할게요!...","아, 알겠습니다!... 할게요!...",
1965832501,text,,......,......,
1965832705,text,,이번에야말로 승리는 나의 것이다. 프라임!!,이번에야말로 승리는 나의 것이다. 프라임!!,
1965832706,text,,오토봇!! 디셉티콘의 신병기를 파괴하라!!,오토봇!! 디셉티콘의 신병기를 파괴하라!!,
1965832707,text,,(분주하게 싸우는 소리!),(분주하게 싸우는 소리!),
1965832708,text,,끄덕도 안 해요. 프라임!!,끄덕도 안 해요. 프라임!!,
1965832709,text,,... 저 병기는 무적이란 말인가?,... 저 병기는 무적이란 말인가?,
1965832710,text,,으하하하하하!!,으하하하하하!!,
1965832711,text,,이 하베스터 머신은 자원과 에너지를 닥치는 대로 끌어모은다!!,이 하베스터 머신은 자원과 에너지를 닥치는 대로 끌어모은다!!,
1965832712,text,,어떤 것이든 부수고 녹여버리면서 말이지!!,어떤 것이든 부수고 녹여버리면서 말이지!!,
1965832713,text,,큭...,큭...,
1965832714,text,,후후후...,후후후...,
